accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,,price
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",29,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.55411821,114.1311478,1125,0,House,,,,,,Private room,,$65.00
1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",28,1,Real Bed,1,1,2,flexible,1,t,f,2,t,22.55249457,114.1194954,1125,6,House,10,10,9,100,10,Private room,,$42.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector""}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.54713622,114.131381,1125,0,House,,,,,,Private room,,$99.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",6,1,Real Bed,1,1,2,strict,1,t,t,2,f,22.54612859,114.1660617,30,9,House,10,9,10,100,10,Private room,,$39.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,1,2,3,flexible,1,t,f,3,f,22.53864475,114.1556073,1125,0,House,,,,,,Private room,,$90.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",27,1,Real Bed,1,1,1,moderate,1,t,t,1,f,22.56042722,114.1601371,12,10,House,10,10,10,98,10,Private room,,$65.00
6,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,3,Real Bed,4,3,1,moderate,6,t,f,1,f,22.54796313,114.1735655,365,0,House,,,,,,Entire home/apt,,$200.00
9,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer""}",30,2,Real Bed,3,6,3,strict,1,t,f,3,f,22.55879526,114.1630905,30,0,House,,,,,,Entire home/apt,,$250.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",1,2,Real Bed,1,1,1,moderate,1,t,f,1,f,22.53799855,114.1697942,1125,1,Apartment,10,10,8,100,10,Private room,,$35.00
2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Essentials,Shampoo}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56520827,114.1548977,1125,0,House,,,,,,Private room,,$40.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer}",0,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.56120874,114.1710338,60,1,House,10,10,10,100,10,Private room,,$100.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",30,1,Real Bed,1,4,1,flexible,1,t,f,1,f,22.53231509,114.1511475,1125,0,House,,,,,,Private room,,$300.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",17,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.54748659,114.1324826,1125,1,House,10,10,10,100,10,Private room,,$75.00
1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",28,1,Airbed,1,1,2,strict,1,t,f,2,t,22.54470264,114.1106885,1125,2,House,10,10,10,100,10,Private room,,$45.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Gym,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",30,1,Real Bed,1,3,1,flexible,1,t,f,1,f,22.54177439,114.1716096,14,0,Apartment,,,,,,Shared room,,$800.00
1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials}",28,1,Real Bed,1,1,1,moderate,1,t,f,1,t,22.54531278,114.1358481,14,0,Townhouse,,,,,,Private room,,$85.00
6,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",0,1.5,Real Bed,2,3,1,moderate,4,t,f,1,f,22.54932936,114.1793392,10,0,House,,,,,,Entire home/apt,,$250.00
3,{},30,1.5,Real Bed,1,1,2,flexible,1,t,f,2,f,22.53732578,114.1286218,1125,4,House,7,8,8,60,6,Private room,,$75.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.55952805,114.1761193,1125,0,Apartment,,,,,,Private room,,$80.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Suitable for Events""}",30,1,Real Bed,1,1,15,moderate,2,t,f,15,f,22.54874235,114.1731002,14,1,Camper/RV,10,10,8,100,10,Entire home/apt,,$55.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}",26,2,Real Bed,3,3,1,strict,4,t,f,1,f,22.55083712,114.1690078,1125,2,House,10,10,10,100,10,Entire home/apt,,$200.00
2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Other pet(s)"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.55919344,114.1346649,1125,1,House,8,8,8,100,10,Private room,,$35.00
6,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",0,2,Real Bed,3,3,1,moderate,6,t,f,1,f,22.54378024,114.1245218,12,2,House,10,10,10,100,10,Entire home/apt,,$150.00
1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",30,1.5,Real Bed,1,1,1,moderate,1,t,f,1,f,22.56768555,114.13099,1125,0,House,,,,,,Private room,,$185.00
5,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",29,1,Real Bed,1,2,2,flexible,2,t,f,3,f,22.53828518,114.1379762,14,8,House,10,10,9,90,9,Private room,,$40.00
5,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",0,1,Real Bed,1,2,1,strict,2,t,f,2,f,22.55727881,114.1340919,30,4,House,9,10,9,95,9,Private room,,$125.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",30,1,Real Bed,1,2,1,strict,4,t,f,1,f,22.56786905,114.1461136,1125,0,House,,,,,,Private room,,$169.00
1,{},28,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.54448132,114.1770892,1125,0,House,,,,,,Private room,,$60.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",28,2,Real Bed,3,3,2,strict,1,t,f,301,f,22.54552804,114.1249309,1125,1,House,8,10,8,60,6,Entire home/apt,,$599.00
4,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Shampoo}",29,1,Real Bed,2,2,1,flexible,1,t,t,1,t,22.56075287,114.1622696,1125,18,House,10,10,9,97,9,Entire home/apt,,$175.00
16,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)""}",22,1,Real Bed,1,16,15,flexible,1,t,f,15,f,22.54957604,114.1747672,14,22,Tent,10,9,9,92,10,Private room,,$14.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",0,2,Real Bed,2,3,1,strict,4,t,t,6,f,22.56275804,114.1488909,365,1,House,6,10,10,100,10,Entire home/apt,,$225.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",30,1,Real Bed,1,1,3,moderate,1,t,f,3,f,22.54788146,114.1112144,14,0,House,,,,,,Private room,,$150.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56551198,114.1537866,1125,0,House,,,,,,Private room,,$300.00
4,"{""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Hair Dryer"",Iron}",29,1,Real Bed,1,2,1,moderate,4,t,f,1,f,22.54859603,114.1589105,1125,3,Apartment,10,10,9,93,10,Private room,,$84.00
6,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,2,3,1,strict,1,t,f,1,f,22.55291552,114.1302583,28,1,House,10,10,10,100,10,Entire home/apt,,$227.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",0,2,Real Bed,2,2,2,strict,4,t,f,2,f,22.55651645,114.1378789,15,1,House,10,10,10,100,10,Entire home/apt,,$149.00
3,"{TV,""Air Conditioning"",Kitchen,""Pets Allowed"",Dryer,Essentials}",30,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.53532766,114.1297564,1125,0,House,,,,,,Private room,,$75.00
9,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",29,2,Real Bed,3,5,1,strict,4,t,f,1,f,22.54969821,114.1686017,14,20,House,10,10,9,96,9,Entire home/apt,,$240.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",30,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.55158302,114.1349819,1125,0,House,,,,,,Private room,,$50.00
11,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",30,4.5,Real Bed,7,7,1,strict,8,t,f,1,f,22.5583048,114.125776,1125,5,House,10,10,8,100,10,Entire home/apt,,"$1,350.00"
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door""}",29,1,Real Bed,1,1,2,moderate,2,t,t,2,f,22.55424948,114.1663011,1125,1,House,10,10,10,100,10,Private room,,$60.00
2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",26,0,Real Bed,1,1,3,strict,1,t,f,3,f,22.55909535,114.1678565,14,68,Other,10,10,9,96,9,Entire home/apt,,$89.00
5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,1,2,2,flexible,2,t,f,3,f,22.53796859,114.1385047,5,0,House,,,,,,Private room,,$50.00
16,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Family/Kid Friendly"",""Suitable for Events""}",30,1,Airbed,1,1,15,flexible,1,t,f,15,f,22.55009483,114.1733175,6,8,Tent,8,9,9,93,9,Entire home/apt,,$14.00
16,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Family/Kid Friendly"",""Suitable for Events""}",30,1,Airbed,10,1,15,flexible,1,t,f,15,f,22.54847916,114.1751286,6,7,Tent,10,9,9,93,10,Entire home/apt,,$14.00
16,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Family/Kid Friendly"",""Suitable for Events""}",26,1,Airbed,1,1,15,flexible,1,t,f,15,f,22.55037494,114.1718422,7,28,Other,10,9,9,96,9,Shared room,,$14.00
7,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Shampoo}",0,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.52768753,114.1565804,4,0,House,,,,,,Entire home/apt,,$489.00
10,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",0,2.5,Real Bed,4,4,1,strict,1,t,f,1,f,22.55520842,114.1374222,7,0,House,,,,,,Entire home/apt,,$700.00
16,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",30,2.5,Real Bed,4,8,3,strict,9,t,t,3,f,22.5636472,114.1688291,30,5,House,10,10,8,100,10,Entire home/apt,,$500.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",0,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.54399787,114.1516829,11,2,House,10,10,9,100,9,Private room,,$98.00
4,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",1,2,Real Bed,2,2,1,moderate,4,t,f,1,f,22.53419007,114.1504234,1125,0,House,,,,,,Entire home/apt,,$265.00
2,"{""Cable TV"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",26,1,Real Bed,1,2,1,moderate,1,t,f,1,f,22.56477232,114.1209304,1125,6,Apartment,10,10,10,93,9,Entire home/apt,,$100.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",28,1,Real Bed,2,2,1,flexible,4,t,f,1,f,22.5405547,114.1126574,1125,0,House,,,,,,Entire home/apt,,$249.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,Essentials}",30,1,Real Bed,1,3,1,flexible,1,t,f,1,f,22.56777482,114.150978,15,1,House,10,10,8,100,10,Entire home/apt,,$350.00
4,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating}",30,1,Real Bed,1,1,1,moderate,3,t,f,1,f,22.56323816,114.1403887,3,0,Apartment,,,,,,Entire home/apt,,$350.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2,Real Bed,2,3,1,flexible,1,t,f,1,f,22.53116083,114.1598062,1125,0,House,,,,,,Entire home/apt,,$750.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",30,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.56439589,114.1716759,1125,0,House,,,,,,Entire home/apt,,$500.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",26,1,Real Bed,1,2,1,strict,0,t,f,1,f,22.54919015,114.1625078,1125,21,Apartment,10,10,9,88,9,Entire home/apt,,$99.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",0,1,Real Bed,1,1,1,strict,2,t,f,1,f,22.53505285,114.1523888,31,22,House,10,10,9,98,9,Private room,,$99.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials,Shampoo}",6,1,Real Bed,1,1,1,moderate,1,t,f,1,t,22.53847001,114.1653949,365,47,Loft,10,10,8,93,9,Entire home/apt,,$150.00
2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,1,1,4,strict,0,t,t,4,f,22.56693327,114.1549154,1125,10,House,10,10,10,98,10,Private room,,$39.00
12,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",25,2,Real Bed,3,3,1,strict,6,t,f,1,t,22.56418969,114.1441974,1125,10,House,10,10,9,98,9,Entire home/apt,,$250.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",2,1,Real Bed,1,1,1,flexible,2,t,t,2,f,22.53452198,114.1157389,1125,58,House,10,10,9,95,10,Private room,,$50.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",12,1,Real Bed,1,1,2,strict,2,t,t,2,f,22.54583738,114.1682909,30,76,House,10,10,9,97,10,Private room,,$39.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",27,1,Real Bed,1,1,3,strict,2,t,f,3,f,22.55796949,114.1673424,1125,30,House,10,10,9,97,10,Private room,,$69.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}",0,2,Real Bed,3,2,1,flexible,1,t,f,1,f,22.54368533,114.1133533,1125,0,House,,,,,,Entire home/apt,,$275.00
